MACRO_GENSPECIES,PHYLUM,CLAS,ORDR,FAMILY,SUBFAMILY,HBI_TOLERANCE,FEEDINGHAB,REFERENCE,CLASSIFIER,PREVNAMES,TOLNAME,NBI-P_TOLERANCE,NBI-N_TOLERANCE,MACRO_TSN
Probythinella lacustris,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Hydrobiidae,,8,scr,"60,83",Mollusca,,tolerant,,,70508
Probythinella sp.,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Hydrobiidae,,8,scr,"60,83",Mollusca,,tolerant,,,70505
Procladius (Holotanypus) sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,7,prd,36,Chironomidae,,facultative,,,128277
Procladius bellus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,9,prd,93,Chironomidae,,tolerant,,,128285
Procladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,9,prd,93,Chironomidae,,tolerant,,,128277
Procladius sublettei,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,9,prd,93,Chironomidae,Procladius sp.,tolerant,,,128316
Procloeon rivulare,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,c-g,83,Ephemeroptera,,facultative,,,609576
Procloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,c-g,83,Ephemeroptera,,facultative,,,206622
Prodiamesa olivacea,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Prodiamesinae,8,c-g,124,Chironomidae,Prodiamesa sp. 1,tolerant,,,128454
Prodiamesa sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Prodiamesinae,8,c-g,83,Chironomidae,,tolerant,,,128452
Prodiamesa sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Prodiamesinae,8,c-g,83,Chironomidae,,tolerant,,,128452
Promoresia elegans,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,2,scr,19,Coleoptera,Gonielmis dietrichi,intolerant,10,10,114230
Promoresia sp.,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,2,scr,"83,19",Coleoptera,,intolerant,,,114229
Promoresia tardella,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,2,scr,19,Coleoptera,,intolerant,,,114231
Prosimulium arvum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,2,c-f,130,Insects-other,Prosimulium hirtipes,intolerant,,,126707
Prosimulium clandestinum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,2,c-f,130,Insects-other,,intolerant,,,
Prosimulium fuscum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,2,c-f,130,Insects-other,,intolerant,,,126728
Prosimulium magnum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,1,c-f,"115,128",Insects-other,,intolerant,,,126733
Prosimulium rhizophorum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,2,c-f,"115,128",Insects-other,,intolerant,,,126746
Prosimulium sp.,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,2,c-f,"115,128",Insects-other,,intolerant,,,126703
Prostoia sp.,ARTHROPODA,INSECTA,PLECOPTERA,Nemouridae,Nemourinae,2,shr,83,Plecoptera,,intolerant,,,102584
Prostoma graecense,NEMERTEA,ENOPLA,HOPLONEMERTEA,Tetrastemmatidae,,8,prd,108,Other,,tolerant,2,7,57578
Protoplasa fitchii,ARTHROPODA,INSECTA,DIPTERA,Tanyderidae,,3,c-g,83,Insects-Other,,intolerant,,,125801
Protoplasa sp.,ARTHROPODA,INSECTA,DIPTERA,Tanyderidae,,3,c-g,83,Insects-other,,intolerant,,,125800
Protoptila sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Glossosomatidae,,1,scr,125,Trichoptera,,intolerant,,,115221
Psectrocladius (Allopsectrocladius) pilosus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,36,Chironomidae,,,,,129038
Psectrocladius (Monosectrocladius) sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129018
Psectrocladius (Ps.) cf. octomaculatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,124,Chironomidae,,facultative,,,553085
Psectrocladius dilatatus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129048
Psectrocladius flavus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,,8,c-g,124,Chironomidae,,tolerant,,,129029
Psectrocladius nigrus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129035
Psectrocladius octomaculatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,36,Chironomidae,,,,,553085
Psectrocladius psilopterus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,"Psectrocladius sp. 2, Psectrocladius sp. B",tolerant,,,129050
Psectrocladius sordidellus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129051
Psectrocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129018
Psectrocladius vernalis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,8,c-g,124,Chironomidae,,tolerant,,,129045
Psectrotanypus dyari,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,92,Chironomidae,,tolerant,,,128056
Psectrotanypus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,92,Chironomidae,,tolerant,,,128048
Psephenus herricki,ARTHROPODA,INSECTA,COLEOPTERA,Psephenidae,,4,scr,19,Coleoptera,,intolerant,10,9,114072
Psephenus sp.,ARTHROPODA,INSECTA,COLEOPTERA,Psephenidae,,4,scr,"83,19",Coleoptera,,intolerant,3,4,114070
Pseudochironomus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,100,Chironomidae,,facultative,,,129851
Pseudochironomus sp. 1,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,100,Chironomidae,,facultative,,,129851
Pseudochironomus sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,100,Chironomidae,,facultative,,,129851
Pseudochironomus sp. 3,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,100,Chironomidae,,facultative,,,129851
Pseudocloeon propinquum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,c-g,"74,120",Ephemeroptera,"Labiobaetis propinquus, Baetis propinquus",facultative,,,568681
Pseudocloeon sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,c-g,83,Ephemeroptera,,facultative,,,100771
Pseudodiamesa sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Diamesinae,6,c-g,,Chironomidae,,facultative,,,128416
Pseudokiefferiella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Diamesinae,1,c-g,124,Chironomidae,,intolerant,,,128423
Pseudolimnophila sp.,ARTHROPODA,INSECTA,DIPTERA,Tipulidae,,2,prd,"83,25",Insects-other,,intolerant,,,120365
Pseudorthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,0,c-g,"124,83",Chironomidae,,intolerant,,,129052
Pseudostenophylax sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Limnephilidae,,0,shr,125,Trichoptera,,intolerant,,,115989
Pseudosuccinea columella,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76529
Pseudosuccinea sp.,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76528
Psilometriocnemus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,c-g,"124,36",Chironomidae,,intolerant,,,129083
Psilometriocnemus triannulatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,c-g,"124,36",Chironomidae,Psilometriocnemus sp.,intolerant,,,129084
Psilotreta frontalis,ARTHROPODA,INSECTA,TRICHOPTERA,Odontoceridae,,0,scr,125,Trichoptera,,intolerant,,,116498
Psilotreta labida,ARTHROPODA,INSECTA,TRICHOPTERA,Odontoceridae,,0,scr,125,Trichoptera,,intolerant,,,116500
Psilotreta sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Odontoceridae,,0,scr,125,Trichoptera,,intolerant,,,116497
Psychoda sp.,ARTHROPODA,INSECTA,DIPTERA,Psychodidae,,10,c-g,"117,127",Insects-other,,tolerant,,,125468
Psychoglypha sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Limnephilidae,,0,c-g,125,Trichoptera,,intolerant,,,115974
Psychomyia flavida,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,c-g,"125,41",Trichoptera,Psychomyia sp.,intolerant,1,0,115341
Psychomyia sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Psychomyiidae,,2,c-g,"125,41",Trichoptera,,intolerant,,,115335
Pteronarcys biloba,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,30,Plecoptera,Allonarcys biloba,intolerant,,,102474
Pteronarcys comstocki,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,,Plecoptera,,intolerant,,,102476
Pteronarcys dorsata,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,30,Plecoptera,,intolerant,,,102478
Pteronarcys proteus,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,30,Plecoptera,,intolerant,,,102480
Pteronarcys sp.,ARTHROPODA,INSECTA,PLECOPTERA,Pteronarcidae,,0,shr,"83,114",Plecoptera,,intolerant,,,102471
Ptilostomis sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Phryganeidae,,5,shr,125,Trichoptera,,facultative,,,115868
Ptychoptera sp.,ARTHROPODA,INSECTA,DIPTERA,Ptychopteridae,,9,c-g,83,Insects-other,,tolerant,,,125786
Pycnopsyche sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Limnephilidae,,4,shr,125,Trichoptera,,intolerant,,,116409
Pyganodon cataracta,MOLLUSCA,PELECYPODA,UNIONIDA,Unionidae,,6,c-f,"116,83,3",Mollusca,,facultative,,,568176
Pyganodon sp.,MOLLUSCA,PELECYPODA,UNIONIDA,Unionidae,,6,c-f,"116,83,3",Mollusca,,facultative,,,567112
Quistadrilus multisetosus,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,974772
Quistadrilus sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,974307
Radix auricularia,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76526
Radix sp.,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76525
Rasvena sp.,ARTHROPODA,INSECTA,PLECOPTERA,Chloroperlidae,,0,c-g,114,Plecoptera,,intolerant,,,103270
Rasvena terna,ARTHROPODA,INSECTA,PLECOPTERA,Chloroperlidae,,0,c-g,114,Plecoptera,Chloroperla sp.,intolerant,,,103271
Remenus sp.,ARTHROPODA,INSECTA,PLECOPTERA,Perlodidae,Perlodinae,2,prd,"83,86",Plecoptera,,intolerant,,,103099
Rheocricotopus eminellobus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,3,c-g,,Chironomidae,,intolerant,,,129096
Rheocricotopus robacki,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,c-g,106,Chironomidae,Trichocladius sp. 2,facultative,4,4,129102
Rheocricotopus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,124,Chironomidae,,facultative,,,129086
Rheocricotopus sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,124,Chironomidae,,facultative,,,129086
Rheocricotopus sp. 4,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,124,Chironomidae,,facultative,,,129086
Rheocricotopus tuberculatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,26,Chironomidae,Orthoclad Genus A,facultative,,,129105
Rheopelopia acra gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,"94,36",Chironomidae,Rheopelopia perda?,intolerant,,,128227
Rheopelopia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,94,Chironomidae,,intolerant,,,128226
Rheopelopia sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,94,Chironomidae,,intolerant,,,128226
Rheopelopia sp. 3,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,94,Chironomidae,,intolerant,,,128226
Rheotanytarsus exiguus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,106,Chironomidae,"Rheotanytarsus sp. 1, Tanytarsus sp. 1",facultative,6,5,129957
Rheotanytarsus pellucidus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-f,"106,36",Chironomidae,"Rheotanytarsus distinctissimus gr., Tanytarsus sp. 4",intolerant,3,2,129959
Rheotanytarsus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,106,Chironomidae,,facultative,,,129952
Rhithrogena sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,0,c-g,83,Ephemeroptera,,intolerant,0,1,100572
Rhyacodrilus sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,18,Oligochaeta,,tolerant,,,68839
Rhyacodrilus subterraneus,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,18,Oligochaeta,,tolerant,,,974773
Rhyacophila acropedes,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115151
Rhyacophila acutiloba,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,,Trichoptera,,intolerant,,,115160
Rhyacophila atrata,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,0,prd,40,Trichoptera,,intolerant,,,115146
Rhyacophila brunnea,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,,Trichoptera,,intolerant,,,115151
Rhyacophila carolina?,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115131
Rhyacophila carpenteri?,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,Rhyacophila sp. 1,intolerant,,,115161
Rhyacophila formosa,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,121,Trichoptera,Rhyacophila sp. 6; Rhyacophila sp. 4,intolerant,,,115203
Rhyacophila fuscula,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,0,prd,40,Trichoptera,Rhyacophila sp. 2,intolerant,2,5,115133
Rhyacophila glaberrima,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115143
Rhyacophila mainensis,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,Rhyacophila melita,intolerant,,,115206
Rhyacophila manistee,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115149
Rhyacophila minor,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,0,prd,,Trichoptera,,intolerant,,,115147
Rhyacophila nigrita,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115138
Rhyacophila sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,125,Trichoptera,,intolerant,0,1,115097
Rhyacophila torva,ARTHROPODA,INSECTA,TRICHOPTERA,Rhyacophilidae,,1,prd,40,Trichoptera,,intolerant,,,115144
Ripistes parasita,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,8,c-f,"18,83",Oligochaeta,,tolerant,,,68964
Ripistes sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,8,c-f,"18,83",Oligochaeta,,tolerant,,,68963
Robackia claviger,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,100,Chironomidae,,intolerant,,,129731
Robackia demeijerei,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,100,Chironomidae,,intolerant,,,129733
Robackia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chrionominae,4,c-g,100,Chironomidae,,intolerant,,,129730
Saetheria sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,58,Chironomidae,,intolerant,,,129735
Saetheria tylus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,"58,124",Chironomidae,,intolerant,,,129737
Sergentia? sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,49,Chironomidae,,facultative,,,129739
Serratella deficiens,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,5,Ephemeroptera,"Ephemerella deficiens, Ephemerella sp. 1, Ephemerella sp.",intolerant,5,2,101396
Serratella serrata,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,5,Ephemeroptera,"Ephemerella serrata, Ephemerella sp. 5",intolerant,1,0,185976
Serratella serratoides,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,5,Ephemeroptera,"Ephemerella serratoides, Ephemerella sp. 1, Ephemerella sp.",intolerant,0,1,185975
Serratella sordida,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,5,Ephemeroptera,Ephemerella sordida,intolerant,,,101402
Serratella sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,5,Ephemeroptera,,intolerant,1,1,101395
Setodes sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Leptoceridae,,2,c-g,125,Trichoptera,,intolerant,,,116548
Shipsa rotunda,ARTHROPODA,INSECTA,PLECOPTERA,Nemouridae,,2,shr,114,Plecoptera,,intolerant,,,102641
Shipsa sp.,ARTHROPODA,INSECTA,PLECOPTERA,Nemouridae,,2,shr,114,Plecoptera,,intolerant,,,102640
Sialis sp.,ARTHROPODA,INSECTA,MEGALOPTERA,Sialidae,,4,prd,"83,37",Insects-other,,facultative,5,6,115002
Simulium aureum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,7,c-f,"115,128",Insects-other,,facultative,,,126918
Simulium decorum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,7,c-f,"115,128",Insects-other,,facultative,,,126808
Simulium fibrinflatum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,6,c-f,"115,128",Insects-other,,facultative,,,126820
Simulium gouldingi,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,3,c-f,"115,128",Insects-other,,intolerant,,,126824
Simulium jenningsi,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,4,c-f,"115,128",Insects-other,,intolerant,6,2,126832
Simulium latipes,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,4,c-f,"115,128",Insects-other,,intolerant,,,126917
Simulium parnassum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,7,c-f,"115,128",Insects-other,,facultative,,,126852
Simulium pictipes,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,4,c-f,115,Insects-other,,intolerant,,,126856
Simulium rugglesi,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,5,c-f,"115,128",Insects-other,,facultative,,,126872
Simulium sp.,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,5,c-f,"115,128",Insects-other,,facultative,7,6,126774
Simulium tuberosum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,4,c-f,"115,128",Insects-other,,intolerant,1,0,126883
Simulium venustum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,5,c-f,"115,128",Insects-other,,facultative,,,126892
Simulium vittatum,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,7,c-f,"115,128",Insects-other,,facultative,7,10,126903
Siphlonurus sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Siphlonuridae,,4,c-g,83,Ephemeroptera,,intolerant,,,100953
Siphloplecton sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Metretopodidae,,2,c-g,"4,2",Ephemeroptera,,Intolerant,,,101079
Slavina appendiculata,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,facultative,,,68856
Slavina sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,facultative,,,68855
Smittia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,83,Chironomidae,,facultative,,,129110
Soyedina sp.,ARTHROPODA,INSECTA,PLECOPTERA,Nemouridae,,2,c-g,83,Plecoptera,,intolerant,,,102556
Sparbarus sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Caenidae,,6,c-g,"83,23",Ephemeroptera,,facultative,,,776922
Specaria josinae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,facultative,,,68985
Specaria sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,facultative,,,68984
Sperchon sp.,ARTHROPODA,ARACHNOIDEA,,Sperchonidae,,6,prd,108,Other,,facultative,,,83006
Sphaerium corneum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,c-f,"68,22",Mollusca,Sphaerium sp.,facultative,,,81392
Sphaerium rhomboideum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,c-f,"68,22",Mollusca,,facultative,,,81396
Sphaerium sp.,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,c-f,"68,22",Mollusca,,facultative,9,4,81391
Sphaerium striatinum,MOLLUSCA,PELECYPODA,VENEROIDEA,Pisidiidae,,6,c-f,"68,22",Mollusca,,facultative,,,81398
Sphaeromais sp.,ARTHROPODA,INSECTA,DIPTERA,Ceratopogonidae,,6,prd,83,Insects-other,,facultative,,,
Spirosperma ferox,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,78,Oligochaeta,,tolerant,,,68610
Spirosperma sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,6,c-g,"18,83",Oligochaeta,,tolerant,,,68780
Stagnicola catascopium,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76538
Stagnicola elodes,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,Lymnaea palustris,facultative,,,76542
Stagnicola sp.,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,83,Mollusca,,facultative,,,76534
Stegopterna sp.,ARTHROPODA,INSECTA,DIPTERA,Simuliidae,,1,c-f,"115,128",Insects-other,,intolerant,,,126761
Stelechomyia perpulchra,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,"124,36",Chironomidae,Stelechomyia sp.,facultative,,,129744
Stelechomyia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,"124,36",Chironomidae,,facultative,,,129743
Stempellina johannseni,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,Constempellina sp. 2,intolerant,,,129963
Stempellina nr. bausei,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,,intolerant,,,129968
Stempellina nr. subglabripennis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,,intolerant,,,
Stempellina sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,,intolerant,,,129962
Stempellina sp. 4,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,,intolerant,,,129962
Stempellina sp. 5,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,2,c-g,21,Chironomidae,,intolerant,,,129962
Stempellinella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,21,Chironomidae,,intolerant,,,129969
Stempellinella sp. 1,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,21,Chironomidae,,intolerant,,,129969
Stempellinella sp. 2,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,21,Chironomidae,,intolerant,,,129969
Stempellinella sp. 3,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-g,21,Chironomidae,,intolerant,,,129969
Stenacron carolina,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,7,scr,,Ephemeroptera,,facultative,,,100735
Stenacron interpunctatum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,7,scr,"83,9",Ephemeroptera,Stenonema sp. 2,facultative,7,7,100714
Stenacron sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,7,scr,"83,9",Ephemeroptera,,facultative,,,100713
Stenelmis bicarinata,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,"19,104",Coleoptera,Stenelmis markeli,facultative,,,114100
Stenelmis cheryl,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,20,Coleoptera,,facultative,,,193723
Stenelmis concinna,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,,facultative,5,0,114101
Stenelmis crenata,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,,facultative,7,7,114102
Stenelmis mera,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,,facultative,,,114109
Stenelmis musgravei,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,Stenelmis quadrimaculata,facultative,,,114111
Stenelmis sandersoni,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,,facultative,,,114112
Stenelmis sp.,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,"83,19",Coleoptera,,facultative,7,7,114095
Stenelmis vittapennis,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,19,Coleoptera,,facultative,,,114115
